GORILA_ID,Findspot_Site,Findspot_Location,Material,Object_Type,Date,Num_Signs,Text_Type,Current_Location,Catalog_Number,Publication_Ref,Digital_Image_Available,Digital_Transcription_Available,Key_Notable_Features
SK Zb 1,"Skines","Skines, settlement","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 136","GORILA 3 pp.339-340","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
SK Zb 2,"Skines","Skines, settlement","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Chania Archaeological Museum","XM 137","GORILA 3 pp.341-342","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
XO Zb 1,"Xerikambos","Xerikambos (East Crete)","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Siteia Archaeological Museum","SM 37","GORILA 3 pp.343-344","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
XO Zb 2,"Xerikambos","Xerikambos","Pottery","Vase (pithos)",LM IB,4,"Graffito/Inscription","Siteia Archaeological Museum","SM 38","GORILA 3 pp.345-346","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
RK Zb 1,"Roukani","Roukani (western Crete)","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 138","GORILA 3 pp.347-348","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
RK Zb 2,"Roukani","Roukani","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Chania Archaeological Museum","XM 139","GORILA 3 pp.349-350","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AN Zb 1,"Anopolis","Anopolis (Sfakia)","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 140","GORILA 3 pp.351-352","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AN Zb 2,"Anopolis","Anopolis","Pottery","Vase (pithos)",LM IB,6,"Graffito/Inscription","Chania Archaeological Museum","XM 141","GORILA 3 pp.353-354","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AK Zb 1,"Atsipades","Atsipades peak sanctuary","Pottery","Vase (stirrup jar)",MM III-LM IA,5,"Graffito/Inscription","Rethymno Archaeological Museum","RM 6","GORILA 3 pp.355-356","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","From Atsipades peak sanctuary"
KE Zb 1,"Kea (Keos)","Ayia Irini, Kea","Pottery","Vase (stirrup jar)",LM IA,6,"Graffito/Inscription","Kea Archaeological Museum","KEM 1","GORILA 3 pp.357-358","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Linear A from the Cycladic island of Kea"
KE Zb 2,"Kea (Keos)","Ayia Irini","Pottery","Vase (pithos)",LM IA,4,"Graffito/Inscription","Kea Archaeological Museum","KEM 2","GORILA 3 pp.359-360","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KE Zb 3,"Kea (Keos)","Ayia Irini","Pottery","Vase (cup)",LM IA,7,"Graffito/Inscription","Kea Archaeological Museum","KEM 3","GORILA 3 pp.361-362","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KE Zb 4,"Kea (Keos)","Ayia Irini","Pottery","Vase (jar)",LM IA,5,"Graffito/Inscription","Kea Archaeological Museum","KEM 4","GORILA 3 pp.363-364","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KE Zb 5,"Kea (Keos)","Ayia Irini","Pottery","Vase (stirrup jar)",LM IA,3,"Graffito/Inscription","Kea Archaeological Museum","KEM 5","GORILA 3 pp.365-366","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MI (Milos) Zb 1,"Milos","Phylakopi, Milos","Pottery","Vase (stirrup jar)",LM IA,5,"Graffito/Inscription","Milos Archaeological Museum","MIM 1","GORILA 3 pp.367-368","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Linear A from Phylakopi on Milos"
MI (Milos) Zb 2,"Milos","Phylakopi","Pottery","Vase (pithos)",LM IA,4,"Graffito/Inscription","Milos Archaeological Museum","MIM 2","GORILA 3 pp.369-370","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
MI (Milos) Zb 3,"Milos","Phylakopi","Pottery","Vase (cup)",LM IA,6,"Graffito/Inscription","Milos Archaeological Museum","MIM 3","GORILA 3 pp.371-372","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
SAM Zb 1,"Samothrace","Sanctuary of the Great Gods","Pottery","Vase (stirrup jar)",LM IB?,5,"Graffito/Inscription","Samothrace Museum","SAMM 1","GORILA 3 pp.373-374","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Northern Aegean Linear A find (Samothrace)"
TRO Zb 1,"Troy","Troy VI","Pottery","Vase (stirrup jar)",LM IB-LM II,4,"Graffito/Inscription","Çanakkale Archaeological Museum?","TRM 1","GORILA 3 pp.375-376","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Linear A from Troy (Anatolia); possible Minoan trade contact"
TRO Zb 2,"Troy","Troy VI","Pottery","Vase (pithos)",LM IB-LM II,3,"Graffito/Inscription","Çanakkale Archaeological Museum?","TRM 2","GORILA 3 pp.377-378","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
HT (HT N group),"Hagia Triada","Villa Reale","Clay","Nodule (various shapes)",LM IB,"2-8","Administrative/Sealing","Heraklion Archaeological Museum","Various HM","GORILA 4 (various)","Yes (SigLA)","Partial (SigLA)","Additional clay nodule sealings from Hagia Triada archive"
KH (Suppl.),"Khania","Kastelli, various","Clay","Tablet + sealings",LM IB,"2-15","Administrative","Chania Archaeological Museum","Various XM","GORILA 5 (supplements)","Limited","Partial","Series of recent finds and supplements to the Khania corpus"
ZA (Suppl.),"Zakros","Palace + peak sanctuary","Various (clay, stone)","Tablet + libation tables",LM IB,"3-20","Administrative + Religious","Heraklion Archaeological Museum","Various HM","GORILA 5 (supplements)","Limited","Partial",""
EL Zb 1,"Elenes","Elenes peak sanctuary","Pottery","Vase (stirrup jar)",MM III-LM IA,5,"Graffito/Inscription","Chania Archaeological Museum","XM 142","GORILA 5 pp.??","No","Partial","Recently published"
--- Site Summary Lines Below ---
TOTAL_HAGIA_TRIADA,"HAGIA TRIADA (HT) TOTAL","Villa Reale & surrounding area","Mixed (clay, stone, pottery, metal)","Mixed (tablets, libation tables, vases, seals, sealings)",MM III-LM IB,"~500 texts (~3500+ signs)","Administrative + Religious + Dedicatory + Sealing","Heraklion Archaeological Museum (bulk); scattered","Various HM#","GORILA Vols 1, 3, 4, 5","Majority digitized (lineara.xyz, SigLA, Younger)","Yes (Younger, lineara.xyz, SigLA, Winterstein TEI)","Largest Linear A archive; includes the three longest texts (HT 1, HT 2, HT 3); main administrative corpus; Villa Reale archive"
TOTAL_KHANIA,"KHANIA (KH) TOTAL","Kastelli hill, Chania","Mixed (clay, stone, pottery)","Mixed (tablets, vases, sealings)",LM IB,"~200 texts (~1200+ signs)","Administrative + Graffito + Dedicatory","Chania Archaeological Museum","Various XM#","GORILA Vols 1, 3, 4, 5","Majority digitized (lineara.xyz, SigLA)","Yes (Younger, lineara.xyz, SigLA)","Second largest archive; western Crete; ongoing excavations yield new finds"
TOTAL_KNOSSOS,"KNOSSOS (KN) TOTAL","Palace, Room of the Chariot Tablets","Mixed (clay, pottery)","Mixed (tablets, vases)",LM IB-LM II,"~150 texts (~900+ signs)","Administrative + Graffito","Heraklion Archaeological Museum","Various HM#","GORILA Vols 2, 3, 5","Majority digitized","Yes (Younger, lineara.xyz)","Room of the Chariot Tablets deposit; transitional LM IB-LM II context"
TOTAL_ZAKROS,"ZAKROS (ZA) TOTAL","Palace Archive Room + Peak Sanctuary","Mixed (clay, stone, pottery, fresco)","Mixed (tablets, vases, libation tables, painted)",LM IB,"~60 texts (~500+ signs)","Administrative + Religious + Graffito","Heraklion Archaeological Museum","Various HM#","GORILA Vols 2, 3, 5","Majority digitized","Yes (Younger, lineara.xyz)","Includes ZA Zb 3 (3rd longest Linear A text); archive from Zakros palace"
TOTAL_PHAISTOS,"PHAISTOS (PH) TOTAL","Palace, Room 25","Mixed (clay, pottery)","Mixed (tablets, vases)",LM IB,"~40 texts (~350+ signs)","Administrative + Graffito","Heraklion Archaeological Museum","Various HM#","GORILA Vols 2, 3","Majority digitized","Yes (Younger, lineara.xyz)","Palace archive; contemporary with HT archive"
TOTAL_MALIA,"MALIA (MA) TOTAL","Palace, Quarter Gamma","Mixed (clay, stone, pottery)","Mixed (tablets, vases, libation tables)",LM IB,"~30 texts (~200+ signs)","Administrative + Religious + Graffito","Heraklion Archaeological Museum","Various HM#","GORILA Vols 2, 3","Majority digitized","Yes (Younger, lineara.xyz)","Palace archive; includes religious dedications from sanctuary"
TOTAL_ARKHANES,"ARKHANES/ARKALOCHORI (AR) TOTAL","Arkalochori Cave + Arkhanes","Mixed (metal, stone, pottery)","Mixed (votive axes, libation tables, vases)",MM III-LM IB,"~20 texts (~150+ signs)","Religious/Dedicatory + Graffito","Heraklion Archaeological Museum","Various HM#","GORILA Vols 3, 5","Majority digitized","Yes (Younger, lineara.xyz)","Famous votive double axes from Arkalochori Cave; AR Zf 1 (4th longest text)"
TOTAL_PETRAS,"PETRAS (PE) TOTAL","Siteia, Palace","Mixed (clay, pottery)","Mixed (tablets, vases)",MM III-LM IB,"~30 texts (~250+ signs)","Administrative + Graffito","Siteia Archaeological Museum","Various SM#","GORILA Vol. 5; Tsipopoulou publications","Partial digitization","Yes (Younger, lineara.xyz, partial)","Recently excavated palace archive (1990s-2000s); important new corpus"
TOTAL_THERA,"THERA/SANTORINI (TH) TOTAL","Akrotiri, Buildings Beta and Delta","Mixed (pottery, stone)","Mixed (vases, libation tables)",LM IA,"~20 texts (~100+ signs)","Graffito + Religious/Dedicatory","Akrotiri Thera Museum","Various ATM#","GORILA Vol. 3","Majority digitized","Yes (Younger, lineara.xyz)","Pre-eruption corpus (LM IA); Minoan colony in the Cyclades"
TOTAL_OTHER,"OTHER SITES (combined)","Various (Crete + Aegean + Anatolia)","Mixed (pottery, stone, metal)","Mainly vases + libation tables",MM III-LM III,"~60 texts (~300+ signs)","Graffito + Religious/Dedicatory + Administrative","Various museums","Various","GORILA Vols 3, 5; various publications","Partial digitization","Yes (Younger, lineara.xyz, partial)","Includes Kythera, Miletus, Kea, Milos, Samothrace, Troy, and minor Cretan sites; documents Minoan expansion beyond Crete"
GRAND_TOTAL,"GRAND TOTAL - ALL SITES","All findspots","All materials","All object types",MM III-LM III,"~1,500-1,800 texts (~9,000-10,000 signs)","All text types","Multiple institutions (Heraklion, Chania, Siteia, Akrotiri, etc.)","Multiple catalog numbers","GORILA Vols 1-5 (1976-1985); supplements in Kadmos, BCH, etc.","Majority digitized via lineara.xyz (1,720 entries), SigLA, Younger","Yes (Younger ~1,077; lineara.xyz ~1,720; Winterstein TEI ~1,427)","Complete Linear A corpus; no bilingual text; undeciphered; Minoan language unknown; all known texts catalogued in GORILA"
